baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
mal_mito_3	101.650532177357	-1.8455002264394	0.450333418973568	-4.098075223122	4.1659990576526e-05	0.000391759166042611
PF3D7_1030900	51.1759615348956	-1.83990331865429	0.510895563056468	-3.60132960961129	0.000316593887540589	0.00228976025033337
PF3D7_0513300	5298.53798868762	-1.83210737902204	0.177026658690687	-10.3493303922277	4.21422855157717e-25	7.6564104325054e-23
PF3D7_1229700	41.7257336460889	-1.81906333007355	0.50855153140507	-3.57694986198879	0.000347626817963221	0.00247479781691058
PF3D7_0934200	32.7588611407125	-1.7902748966858	0.550527359726892	-3.25192720226281	0.00114625375887057	0.00665765290638127
PF3D7_1361000	51.7890029527518	-1.77383805559597	0.44975493865599	-3.94401017784653	8.01302549192677e-05	0.00069456415618953
PF3D7_0413800	38.4771872351784	-1.75481000158162	0.509568599032024	-3.44371691056917	0.000573776132336359	0.0037660277356528
PF3D7_0502100	40.8136094265426	-1.75350884621918	0.497385729139389	-3.52545065829135	0.000422762924358166	0.00290042058514049
PF3D7_1314600	40.1553935717071	-1.75309476301961	0.517022121448327	-3.39075387743311	0.000697006648249534	0.00446777419802938
PF3D7_0411100	41.2408735444467	-1.736362175626	0.493805855526651	-3.5162851071787	0.000437630764567208	0.00297562714470697
PF3D7_0321500	326.565442665063	-1.71008635594257	0.241155793219467	-7.0912099316075	1.3294449169092e-12	6.0383388126016e-11
PF3D7_1113200	75.4155187827732	-1.70622292577956	0.414548202818428	-4.11586135021043	3.85736145871364e-05	0.000367298443301412
PF3D7_0611700	490.914555642374	-1.68176385138819	0.248326538041556	-6.77238874528489	1.26673210200577e-11	4.63991710266952e-10
PF3D7_1315800	114.164954481593	-1.6653619493921	0.359194212471745	-4.63638302502743	3.5455869219068e-06	4.32904725787653e-05
PF3D7_0419700	42.6773218445598	-1.65858135965566	0.49915113876606	-3.32280391817958	0.000891175336709383	0.0054847132511301
PF3D7_1365200	91.0438315400208	-1.65116714669791	0.355627638393182	-4.64296631768643	3.43442356885746e-06	4.21598698641907e-05
PF3D7_1011500	67.7175574068549	-1.64652731613413	0.449254969720223	-3.66501747806935	0.000247321692230031	0.00184455685732151
PF3D7_0302500	221.070367385318	-1.64202795837248	0.289248096129225	-5.67688424002239	1.37170230103635e-08	2.75675745633058e-07
PF3D7_1030300	72.3836103663316	-1.63676633529001	0.39126906172639	-4.18322452602854	2.87403291852032e-05	0.000283163937438597
PF3D7_0628000	59.9290855467707	-1.63633579232789	0.428410282812796	-3.81955302656198	0.000133693717424251	0.00107666110734211
PF3D7_0806200	63.5538601297735	-1.63280576341683	0.414807155000018	-3.93630086592108	8.27472220564428e-05	0.000712889516839672
PF3D7_1446200	1603.22066200269	-1.62795943156363	0.211660800327528	-7.69136008672598	1.45579074229492e-14	8.26525193937943e-13
PF3D7_0416700	142.655964294787	-1.59615298444005	0.346439736562034	-4.60730342390802	4.07924537446448e-06	4.91457095247153e-05
PF3D7_1315000	53.3014839797816	-1.59366939041999	0.457609146126872	-3.48259951512888	0.000496570619681181	0.0033192494058186
PF3D7_1460400	197.930338384449	-1.59086040597884	0.305298258385162	-5.21084009582466	1.87987428537627e-07	3.08245090403575e-06
PF3D7_0110900	42.9217972123064	-1.56079770088651	0.489926224064454	-3.18578109156527	0.00144363786561321	0.00809506566125333
PF3D7_1030500	201.060007717533	-1.55605258644439	0.290953461045741	-5.34811505885389	8.88749619814488e-08	1.55257722046054e-06
PF3D7_1347200	6224.28771678846	-1.55324737669231	0.220163012829348	-7.05498783256687	1.72615826539227e-12	7.68648121707029e-11
PF3D7_0217800	918.952039589207	-1.54976473141315	0.211250981842374	-7.33613031237656	2.19857963799644e-13	1.09735700173405e-11
PF3D7_0302200	244.415917282104	-1.54856852075312	0.257322459627831	-6.01800761189999	1.76576892730971e-09	4.31189379991435e-08
PF3D7_0816700	65.888471380788	-1.54643160109178	0.428802780581978	-3.60639359426014	0.000310482088537534	0.00225109135231679
PF3D7_1004600	118.828170174282	-1.54295719671636	0.389481407269641	-3.96156830060994	7.44590757260982e-05	0.00065037138836142
PF3D7_0217700	68.3703445815291	-1.52957727990362	0.395628494102205	-3.86619594570576	0.00011054613222671	0.000909602414082821
PF3D7_0203300	68.3137214385045	-1.519709638335	0.417780488312913	-3.63757925716423	0.000275212517834686	0.00203585546580642
PF3D7_1309100	1401.32503274612	-1.51176451321951	0.194101799535712	-7.78851363993339	6.78020535921375e-15	4.1615801002093e-13
PF3D7_1022300	50.9337845749297	-1.49383747999628	0.458451533806411	-3.25844144874665	0.00112025990962769	0.00658665224239796
PF3D7_1139700	56.0431946568344	-1.49301469482089	0.428443939242568	-3.48473757724369	0.000492619920218034	0.00330011751862878
PF3D7_1022700	69.3197612109824	-1.48756082383099	0.42261089502325	-3.51993013277415	0.000431660489512095	0.00294384676180771
PF3D7_1431700	1279.87900715624	-1.48620092515235	0.207356224863177	-7.16738031922125	7.64464458265956e-13	3.54305874433058e-11
PF3D7_0517100	46.568013145447	-1.48029744671055	0.462916700392263	-3.19776202814931	0.00138498521321895	0.00785343675211046
PF3D7_1341600	79.7287365842235	-1.47912064211003	0.415561989134821	-3.55932611928604	0.000371807605007737	0.00261171670200509
PF3D7_1117500	77.1498758530526	-1.47684411405336	0.395417906989867	-3.73489436858308	0.000187793994427699	0.00143838165715111
PF3D7_0213000	137.370829025247	-1.47588561735676	0.35142650322808	-4.19969923668193	2.67269762599861e-05	0.000267387502583385
PF3D7_0416600	58.3070647154367	-1.47418876130956	0.443758030775271	-3.3220553974743	0.000893569510818912	0.00548830053224893
PF3D7_1142500	649.721709963013	-1.46324221091381	0.215016238063745	-6.80526375166144	1.00864273452592e-11	3.88241974594639e-10
PF3D7_0623200	150.148963190678	-1.45885888338833	0.300991296363709	-4.84684740393785	1.25438836131044e-06	1.68563075061302e-05
PF3D7_1012400	15272.6001532886	-1.45723766871612	0.221184634803867	-6.5883313730554	4.44797040984777e-11	1.50766280608422e-09
PF3D7_1216700	117.67065961908	-1.45259004527836	0.338045398374569	-4.2970265303503	1.7310448393026e-05	0.000179098078818051
PF3D7_0203800	56.1279832027099	-1.45199694043599	0.437102747710416	-3.32186642166328	0.000894174899573803	0.00548830053224893
PF3D7_0614500	1913.11110210779	-1.41672513718555	0.189531544182199	-7.47487782732163	7.72756128663441e-14	4.22874498360163e-12
PF3D7_1454100	84.6811098050493	-1.41209040474081	0.388944011089726	-3.63057500431611	0.000282790508617586	0.00207557544645643
PF3D7_1355700	317.563026176157	-1.41069493801206	0.247534322458756	-5.69898721114568	1.20521265282172e-08	2.44378387014118e-07
PF3D7_1223300	108.627031645678	-1.40583926595558	0.332144583053467	-4.23261235523227	2.30992450322765e-05	0.000234189220840624
PF3D7_0625700	66.5839309892713	-1.40411126553596	0.420737352227958	-3.33726315978527	0.000846077968294351	0.00524268230831233
PF3D7_1147900	160.609257208431	-1.40167769305035	0.307081343709499	-4.56451595566923	5.00648125297994e-06	5.86067985851415e-05
PF3D7_0420400	103.495003524996	-1.39714015512918	0.350917279745977	-3.98139457863274	6.85121067131901e-05	0.000603065869556802
PF3D7_1036600	58.7403651486191	-1.38027167642064	0.424101737375553	-3.25457680263727	0.00113561449538199	0.00662125935561616
PF3D7_1465900	1789.0152018152	-1.37974270732893	0.185645103458998	-7.43215243290087	1.06844567934234e-13	5.70927091243871e-12
PF3D7_1409200	90.2529341194564	-1.37353461301181	0.361383851058722	-3.80076367272045	0.000144250830458686	0.00114543229360726
PF3D7_0826700	3320.22262635296	-1.3645261779811	0.179280120290363	-7.61114046426961	2.71687760790971e-14	1.50488513355194e-12
PF3D7_0521400	84.3043871840178	-1.36221045204075	0.368440639765325	-3.69723180621008	0.000217963297041385	0.00164450049030228
PF3D7_1122100	64.4564311846696	-1.36127186873546	0.427278884186594	-3.18590952915191	0.00144299713965635	0.00809506566125333
PF3D7_1015000	57.1532791037227	-1.35881828978283	0.429013119744102	-3.16731173767678	0.00153855292452394	0.00849101747653429
PF3D7_0932300	385.39396842029	-1.35807729064705	0.227808645523741	-5.9614826624546	2.49959442440978e-09	5.85214323488105e-08
PF3D7_0519400	1695.51898697632	-1.35516247532435	0.207546572406429	-6.52943799365956	6.60169347093224e-11	2.17281824238944e-09
PF3D7_0511200	250.886454119877	-1.35447130819646	0.260798704913879	-5.19355074498447	2.06320671207924e-07	3.35881178719136e-06
PF3D7_0306000	99.7625991268664	-1.35016803352447	0.344332669145486	-3.92111511485423	8.81401418311912e-05	0.000746889037681475
PF3D7_0813900	1643.99114762991	-1.34943722382621	0.197572310828591	-6.83009283116069	8.48597018470053e-12	3.38098917358858e-10
PF3D7_0508300	327.6772546517	-1.34622831606299	0.255872592738963	-5.2613228390443	1.43022654784069e-07	2.42391379861658e-06
PF3D7_0716900	326.66011291703	-1.34498932405646	0.258524667921688	-5.20255701271757	1.96565028776937e-07	3.21150489462176e-06
PF3D7_0903900	1320.8381184184	-1.34358622830475	0.197040151476012	-6.81884488131001	9.17754288698682e-12	3.56276921305078e-10
PF3D7_0828600	98.5486747742991	-1.33756543016687	0.340626718772503	-3.92677777887472	8.60914534799553e-05	0.000734653700280148
PF3D7_0706400	707.362680275957	-1.3336224912244	0.229986615636089	-5.7986961003618	6.68325194310082e-09	1.411875829096e-07
PF3D7_0217000	93.137489003618	-1.32882280063848	0.397370719612428	-3.34403803565229	0.000825684162993107	0.00515145256636634
PF3D7_1209500	73.5942890879909	-1.32551424461535	0.387289065359017	-3.42254497525407	0.000620378336298502	0.00403782012222806
PF3D7_0830400	464.957106533778	-1.324933000867	0.219768456186925	-6.02876783982169	1.65214415230067e-09	4.07828192377698e-08
PF3D7_1124900	538.720230569555	-1.32484113833641	0.217676230852151	-6.0862921649735	1.15555491414866e-09	2.96527142376452e-08
PF3D7_1015900	12667.6181795582	-1.32483944398182	0.249743511462418	-5.30480025776842	1.12796437296581e-07	1.93328837057008e-06
PF3D7_0516100	71.6028526266754	-1.31784954325198	0.392754660096657	-3.35540141758637	0.000792498967219017	0.00496486939187418
PF3D7_0317600	1369.54738160385	-1.31210722695786	0.194145718958917	-6.7583629141754	1.39559606073643e-11	5.03079151417845e-10
PF3D7_1424400	2877.76949061524	-1.30990416682034	0.189695697489703	-6.90529191834434	5.01002953860275e-12	2.06868674221216e-10
PF3D7_1025700	152.365386022107	-1.30346465226515	0.307032263242225	-4.24536704547176	2.18235882465591e-05	0.000222444196091163
PF3D7_0924500	121.168538619797	-1.30202419065934	0.331288676496527	-3.93018018131082	8.48822291306107e-05	0.000728799782062824
PF3D7_0627500	1037.24639727805	-1.29509616456157	0.20368234415268	-6.35841152530514	2.038507412699e-10	6.05156906436527e-09
PF3D7_0109850	114.295959081272	-1.28804350115593	0.365436091652087	-3.52467512262639	0.000424002449943639	0.00290042058514049
PF3D7_0512700	251.825376422255	-1.28628815933223	0.259975450188718	-4.94772932751344	7.50842183885674e-07	1.069067460567e-05
PF3D7_0404400	161.176101188256	-1.28147562786953	0.383750517305673	-3.33934566881321	0.000839759978997203	0.00521776993790054
PF3D7_1408400	115.615432826461	-1.28140784328612	0.335708640880599	-3.81702371414944	0.000135071192266495	0.00108582894738836
PF3D7_1460700	1254.32885342609	-1.27427897659594	0.221145261996812	-5.76218077244769	8.30339927191905e-09	1.72210225995691e-07
PF3D7_0216800	96.4248651417421	-1.2666861219601	0.378356407974145	-3.34786485774719	0.000814367125599794	0.00509484226511607
PF3D7_0725200	279.275079273842	-1.26642817459567	0.281209809346175	-4.50349928240471	6.68435936469759e-06	7.62823121468756e-05
PF3D7_1130100	842.903076763545	-1.26334224948925	0.201033284982659	-6.28424417179587	3.29452561432884e-10	9.35233458767601e-09
mal_rna_14	107.814050468414	-1.25848510395727	0.35133281583071	-3.58203118880781	0.000340933077460341	0.00243861108318877
PF3D7_0112200	436.169777065864	-1.25308141669165	0.274309611987342	-4.56812799089764	4.9209952030767e-06	5.77549359492878e-05
PF3D7_1341200	1499.99418371458	-1.25155594211545	0.202767369562811	-6.17237351756322	6.72723406526499e-10	1.79735865437845e-08
PF3D7_0618700	81.1729306865582	-1.25115958450421	0.3839962839195	-3.25825961577925	0.00112097802364016	0.00658665224239796
PF3D7_1402500	1515.21207701411	-1.24814930465286	0.212810458592827	-5.8650750198371	4.48929676668851e-09	9.89824558946563e-08
PF3D7_0821700	830.708164453512	-1.246031146076	0.223136505795406	-5.58416535938087	2.34825198674145e-08	4.57757962393977e-07
PF3D7_0304400	1486.76371232956	-1.24120812861004	0.203654354677111	-6.09468003067231	1.0965656219274e-09	2.82988696295127e-08
PF3D7_0916900	103.144882372915	-1.24113098940069	0.36008765177877	-3.4467468775164	0.000567379904644924	0.00372943491591497
PF3D7_1426000	1504.91290258897	-1.23785454829539	0.196591732121905	-6.2965748098084	3.04294456868438e-10	8.6924869377135e-09
PF3D7_1351400	2291.89544643776	-1.23058503304784	0.183109317022657	-6.72049381788458	1.81109718235458e-11	6.47716803327127e-10
PF3D7_1105400	2280.96650024538	-1.22367173129031	0.185587277865144	-6.59351085573594	4.29545330941236e-11	1.46691345348503e-09
PF3D7_1113500	78.6031676887345	-1.22122935963166	0.382193081262003	-3.19532042704476	0.00139675672457626	0.00791031052746307
PF3D7_0607500	127.554761493318	-1.21962688949021	0.321767966616042	-3.79039250649077	0.000150409415004468	0.00118398537773014
PF3D7_1325600	80.0217437222621	-1.21502769856085	0.371919434613398	-3.26691101749991	0.00108727849380871	0.00643023296729055
PF3D7_0719600	1406.22944447535	-1.21303181459828	0.190606345871858	-6.36406835800622	1.96478627678089e-10	5.87109162443341e-09
PF3D7_1239600	153.571756609405	-1.20913774132595	0.318809378790098	-3.79266678387791	0.000149038085577796	0.0011772712777293
PF3D7_1302800	1254.98878239452	-1.20858640363602	0.200325359936265	-6.03311734480615	1.60826540298375e-09	3.99166200019244e-08
PF3D7_1332400	125.160522492319	-1.20308929556785	0.333244850957924	-3.61022621087626	0.000305930078663427	0.00222378978210286
PF3D7_0627900	263.62550881633	-1.20264405773605	0.28976075453797	-4.1504725498582	3.31789559748509e-05	0.000319277156859688
PF3D7_1204300	3710.48252199236	-1.19986112022957	0.192486388760932	-6.23348553605937	4.56169492396582e-10	1.25571020270623e-08
PF3D7_1003500	1124.14810906488	-1.19348826607915	0.204694781756094	-5.83057494597621	5.52367229192544e-09	1.1890293625557e-07
PF3D7_0705900	544.94764100316	-1.19196723090112	0.255746207456717	-4.66074254924327	3.1507062568564e-06	3.94228865527322e-05
PF3D7_0717300	103.901381130732	-1.19140326767085	0.337006309570804	-3.5352550793134	0.000407381700135333	0.00280778100457463
PF3D7_0527600	274.483804526773	-1.18661710882189	0.247394931887783	-4.79644873792376	1.61503263219743e-06	2.12008040908692e-05
PF3D7_1414300	1822.33684943078	-1.18659706930743	0.194020082340624	-6.11584664325739	9.60456573615166e-10	2.50712284905752e-08
PF3D7_0219200	916.732435681517	-1.18340012709116	0.203728715386187	-5.80870558599417	6.29576878481357e-09	1.33623279535623e-07
PF3D7_1457200	823.426621111599	-1.17853664034402	0.211369991398023	-5.57570463313667	2.46529915570198e-08	4.7661879131143e-07
PF3D7_1421200	1383.76782668016	-1.17751133096145	0.201803782402664	-5.83493191724194	5.38125357095407e-09	1.16945711575471e-07
PF3D7_1308200	680.420911528264	-1.17564556197518	0.256334762917282	-4.58636803137996	4.51023266373292e-06	5.3909149364934e-05
PF3D7_0913200	985.113864684301	-1.17555820385184	0.195426992929692	-6.01533179336575	1.79518623382303e-09	4.3602865636493e-08
PF3D7_1426100	649.379207055022	-1.17463504753288	0.216216305755795	-5.43268484505311	5.55124006426251e-08	1.00054493539208e-06
PF3D7_0103200	532.984463454894	-1.17368889157126	0.220042010400686	-5.33393095906564	9.61090778909446e-08	1.67251889571138e-06
PF3D7_0817800	113.007811458365	-1.17076971977929	0.345681350728574	-3.38684663581569	0.000707008984211712	0.00450851259220079
PF3D7_0414300	157.880902491284	-1.16747541635112	0.297523916254074	-3.92397166268187	8.71009853152591e-05	0.000740847706557878
PF3D7_0722000	135.00939033949	-1.16454696491897	0.314202379956935	-3.70635946512749	0.000210259819887455	0.00159166683654803
PF3D7_1204500	184.661469566333	-1.16343816594454	0.295593590950526	-3.93593840178785	8.28722291702657e-05	0.000712889516839672
PF3D7_1403400	87.9205035131159	-1.15920650386395	0.372135477005151	-3.1150120735409	0.00183937380854183	0.00984032489799408
PF3D7_1341300	1944.55563906474	-1.15908094820962	0.193573488772014	-5.98780832831272	2.12687492696745e-09	5.0843504833085e-08
PF3D7_1441200	533.422633173645	-1.15204130355965	0.263115947511119	-4.37845487685983	1.19523680981353e-05	0.000130186225184007
PF3D7_1206000	127.605413519253	-1.14933531183806	0.330040979448283	-3.482401833128	0.00049693738352194	0.0033192494058186
PF3D7_0307200	1934.83604407872	-1.14848063804726	0.184327802431738	-6.23064249069306	4.64526096059878e-10	1.27101055921926e-08
PF3D7_1317800	1853.21156649614	-1.14128798088574	0.212521155564202	-5.37023233219226	7.86352684444291e-08	1.40063289911607e-06
PF3D7_1037600	333.01786649194	-1.14075529563427	0.235056571299715	-4.85310956986486	1.21540493990845e-06	1.65437996204027e-05
PF3D7_1406400	145.994464789919	-1.13149322403764	0.294386244379476	-3.84356689770836	0.000121258925163551	0.000988793605193626
PF3D7_1469800	177.30495411062	-1.12831859685103	0.277600133549591	-4.06454630415178	4.81259843597718e-05	0.000443383815338912
PF3D7_0817900	838.509718551952	-1.12800511119208	0.279290717898711	-4.03882062275041	5.37206261014719e-05	0.000487024119267237
PF3D7_0508000	494.284024701597	-1.12423012574665	0.253783728166919	-4.42987473573253	9.42878395939317e-06	0.000104964550842068
PF3D7_1325000	129.242310165064	-1.12319047929435	0.306523451264083	-3.664288897513	0.000248026708517802	0.00184678247555387
PF3D7_0926700	359.09866607668	-1.12186262237574	0.230204545036401	-4.87332959563568	1.09732921352467e-06	1.50122568910514e-05
PF3D7_1019400	1000.39909024754	-1.10945096154165	0.206787183912167	-5.36518240904567	8.08674526578997e-08	1.42918276253767e-06
PF3D7_0312800	1164.54138278602	-1.10812925963812	0.20709013946453	-5.35095134178475	8.74930471458377e-08	1.53940437964155e-06
PF3D7_1357100	3001.23171207128	-1.10686444664189	0.197776114155531	-5.59655270490073	2.18655871164416e-08	4.28075416736543e-07
PF3D7_1439900	1741.07871444378	-1.10028988929585	0.201972198596494	-5.4477294248504	5.10168875265452e-08	9.26874812582274e-07
PF3D7_1024300	159.024739538236	-1.09791001093625	0.291218978428088	-3.77004966112592	0.000163215066812504	0.001269388413463
PF3D7_1459800	650.744903504786	-1.09536572113099	0.216635486152351	-5.05626174448938	4.27554429075203e-07	6.45166849455008e-06
PF3D7_1438900	811.566338543844	-1.09423413079017	0.219253746834113	-4.99072032560548	6.01545420505949e-07	8.78527106089396e-06
PF3D7_0210100	1121.3846993154	-1.08730380513828	0.194021449825373	-5.60403917256004	2.09413347404123e-08	4.11755594766028e-07
PF3D7_0503800	839.404539248003	-1.08653412386514	0.220700502131247	-4.92311577623412	8.51770247547137e-07	1.19775246574585e-05
PF3D7_1424100	2378.38471185614	-1.08466884271529	0.18414775381397	-5.89020946631281	3.85706411942374e-09	8.67266595565476e-08
PF3D7_0528400	114.929794865776	-1.08020479742255	0.346765742212597	-3.1150851019196	0.00183891846681218	0.00984032489799408
PF3D7_0705700	1029.8204120972	-1.07897238157455	0.195107590835413	-5.53014045714265	3.19974482704837e-08	6.05551708518904e-07
PF3D7_1130500	140.806388562236	-1.07879366857749	0.303206862677074	-3.55794608028528	0.000373766011575107	0.00261982287742922
PF3D7_1109900	890.705858969676	-1.07741994111435	0.212747334066211	-5.06431700234153	4.09867135805039e-07	6.22614224356684e-06
PF3D7_0528000	236.322468103465	-1.07620693569828	0.266080927114373	-4.04466019932229	5.23990682511743e-05	0.000476947030053775
PF3D7_1024900	95.1326539863435	-1.07443298024922	0.341621311989967	-3.145099390874	0.00166030412976631	0.00906382374687327
PF3D7_0322900	1918.0037358759	-1.06635474400453	0.190037646605263	-5.61128157001184	2.00833675196226e-08	3.98334739188322e-07
PF3D7_0209300	212.523483276145	-1.06567982835041	0.2752743504308	-3.87133718300539	0.000108239944757764	0.00089386514379957
PF3D7_1331800	1310.33848675066	-1.06433804203814	0.200135928358348	-5.31807582360933	1.04870368463487e-07	1.81110727589794e-06
PF3D7_1357000	2284.63193807352	-1.06280073358554	0.208960050733263	-5.08614316399742	3.65418258728038e-07	5.64533922157398e-06
PF3D7_0520400	149.443296452546	-1.05891792395751	0.295015646506336	-3.58936190841922	0.000331488372230874	0.00237479524711771
PF3D7_1026200	98.166645482405	-1.05647522475027	0.338071412879009	-3.12500609191812	0.00177801377587038	0.00960254288942125
PF3D7_0715000	194.913984035324	-1.05497749133903	0.27579304847377	-3.82525048103002	0.000130639191983024	0.00105419112417172
PF3D7_1033300	224.577520020968	-1.05410295603712	0.266728625858131	-3.95196785738993	7.75111536964329e-05	0.00067314657760841
PF3D7_0205800	166.537969807955	-1.05347706439597	0.290895874607305	-3.62149193699673	0.000292908936123032	0.00213889451426176
PF3D7_0501500	215.101860117806	-1.05115584184787	0.277014566398774	-3.79458688946592	0.000147889485503842	0.00117023352466629
PF3D7_1366500	523.366322299669	-1.05068324276524	0.222408526897257	-4.7241140320605	2.31120711392305e-06	2.96539624616907e-05
PF3D7_1445600	355.740016305679	-1.04558286680036	0.254521395110492	-4.10803526495857	3.9903918601259e-05	0.000377590829764414
PF3D7_1338300	2432.34231615899	-1.04545097282751	0.187927923949965	-5.56304220710624	2.65111736087246e-08	5.05940128280786e-07
PF3D7_1142600	1658.99744303538	-1.04471029971616	0.188954227046886	-5.52890674129735	3.22232576907885e-08	6.07294756977432e-07
PF3D7_1229400	1936.43280552742	-1.04276107820576	0.188658249972564	-5.52724875990002	3.25291572769673e-08	6.10526579966882e-07
PF3D7_0307100	1571.06303173934	-1.03843772299258	0.189902723816155	-5.46826133993681	4.54471465696746e-08	8.28999757909486e-07
PF3D7_1427500	192.488510747132	-1.03152496209136	0.311204033037596	-3.31462594498815	0.000917658303834101	0.00561725608627289
PF3D7_1460300	629.96022331047	-1.02777480421782	0.219397484789561	-4.68453321241866	2.80598667478439e-06	3.55999761923762e-05
PF3D7_1308300	873.25455689067	-1.02531440133701	0.213559060354665	-4.80108125421715	1.578112154257e-06	2.0836585478591e-05
PF3D7_0618300	1590.56646352775	-1.0240750896023	0.202040283676229	-5.06866784667251	4.00609619041939e-07	6.12649457807572e-06
PF3D7_1125100	112.240448106181	-1.0177452383769	0.321923338066422	-3.16145217830372	0.00156984593112053	0.00863225208129475
PF3D7_1472100	250.633594963874	-1.01678152833224	0.251856908105159	-4.03713972343254	5.41068464379313e-05	0.000488575142189034
